Name, 12
Age,12
Timestap,Rating
0.0,0.0
0.017,0.0
0.036,0.0
0.052,0.0
0.071,0.0
0.085,0.0
0.103,0.0
0.119,0.0
0.136,0.0
0.154,0.0
0.169,0.0
0.185,0.0
0.203,0.0
0.219,0.0
0.238,0.0
0.252,0.0
0.269,0.0
0.286,0.0
0.302,0.0
0.321,0.0
0.336,0.0
0.352,0.0
0.369,0.0
0.385,0.0
0.406,0.0
0.419,0.0
0.436,0.0
0.452,0.0
0.469,0.0
0.487,0.0
0.503,0.0
0.519,0.0
0.536,0.0
0.552,0.0
0.571,0.0
0.585,0.0
0.602,0.0
0.619,0.0
0.636,0.0
0.654,0.0
0.669,0.0
0.685,0.0
0.703,0.0
0.719,0.0
0.738,0.0
0.752,0.0
0.769,0.0
0.786,0.0
0.803,0.0
0.821,0.0
0.836,0.0
0.852,0.0
0.869,0.0
0.885,0.0
0.904,0.0
0.919,0.0
0.936,0.0
0.953,0.0
0.969,0.0
0.988,0.0
1.003,0.0
1.019,0.0
1.036,0.0
1.052,0.0
1.071,0.0
1.085,0.0
1.103,0.0
1.119,0.0
1.136,0.0
1.154,0.0
1.169,0.0
1.185,0.0
1.203,0.0
1.219,0.0
1.237,0.0
1.252,0.0
1.286,20.0
1.302,20.0
1.32,20.0
1.336,20.0
1.352,20.0
1.369,20.0
1.385,20.0
1.404,20.0
1.418,20.0
1.436,20.0
1.452,20.0
1.469,20.0
1.487,20.0
1.502,20.0
1.519,20.0
1.536,20.0
1.552,20.0
1.571,20.0
1.585,20.0
1.602,20.0
1.635,40.0
1.652,40.0
1.671,40.0
1.685,40.0
1.703,40.0
1.719,40.0
1.736,40.0
1.754,40.0
1.769,40.0
1.785,40.0
1.802,40.0
1.836,60.0
1.852,60.0
1.869,60.0
1.885,60.0
1.902,60.0
1.92,60.0
1.936,60.0
1.952,60.0
1.969,60.0
1.987,60.0
2.002,60.0
2.018,60.0
2.052,80.0
2.069,80.0
2.087,80.0
2.102,80.0
2.119,80.0
2.136,80.0
2.154,80.0
2.169,80.0
2.185,80.0
2.218,100.0
2.236,100.0
2.254,100.0
2.269,100.0
2.285,100.0
2.302,100.0
2.318,100.0
