Name,
Age,
Gender,M
Seen,Y
Birth,
Exp_with_coding,Y
Education,Highschool
Time,X,Y-0.042,-180.0,0.0
-0.042,-180.0,0.0
-0.042,-180.0,0.0
0.0,-180.0,0.0
0.0,-180.0,0.0
0.0,-180.0,0.0
0.042,-180.0,0.0
0.042,-180.0,0.0
0.083,-180.0,0.0
0.083,-180.0,0.0
0.083,-180.0,0.0
0.125,-180.0,0.0
0.167,-180.0,0.0
0.167,-180.0,0.0
0.209,-180.0,0.0
0.209,-180.0,0.0
0.25,-180.0,0.0
0.25,-180.0,0.0
0.25,-180.0,0.0
0.292,-180.0,0.0
0.292,-180.0,0.0
0.334,-180.0,0.0
0.334,-180.0,0.0
0.334,-180.0,0.0
0.375,-180.0,0.0
0.375,-180.0,0.0
0.417,-180.0,0.0
0.417,-180.0,0.0
0.417,-180.0,0.0
0.459,-180.0,0.0
0.459,-180.0,0.0
0.501,-180.0,0.0
0.501,-180.0,0.0
0.501,-180.0,0.0
0.542,-180.0,0.0
0.542,-180.0,0.0
0.584,-180.0,0.0
0.584,-180.0,0.0
0.626,-180.0,0.0
0.626,-180.0,0.0
0.667,-180.0,0.0
0.667,-180.0,0.0
0.667,-180.0,0.0
0.709,-180.0,0.0
0.709,-180.0,0.0
0.751,-180.0,0.0
0.751,-180.0,0.0
0.751,-180.0,0.0
0.792,-180.0,0.0
0.792,-180.0,0.0
0.834,-180.0,0.0
0.834,-180.0,0.0
0.834,-180.0,0.0
0.876,-180.0,0.0
0.876,-180.0,0.0
0.918,-180.0,0.0
0.918,-180.0,0.0
0.918,-180.0,0.0
0.959,-180.0,0.0
1.001,-180.0,0.0
1.001,-180.0,0.0
1.001,-180.0,0.0
1.043,-180.0,0.0
1.043,-180.0,0.0
1.084,-180.0,0.0
1.084,-180.0,0.0
1.084,-180.0,0.0
1.126,-180.0,0.0
1.126,-180.0,0.0
1.168,-180.0,0.0
1.168,-180.0,0.0
1.168,-180.0,0.0
1.21,-180.0,0.0
1.21,-180.0,0.0
1.251,-180.0,0.0
